make,model,price_usd,year,condition,mileage_kilometers,fuel_type,volume_cm3,color,transmission,drive_unit,segment,car_age,mileage_per_year,engine_volume_liters,brand_model
volkswagen,golf,1998,1997,with mileage,480000.0,petrol,1600.0,blue,mechanics,,c,29,16551.724137931036,1.6,volkswagen golf
volkswagen,golf,7400,2009,with mileage,155000.0,petrol,1400.0,white,auto,front-wheel drive,c,17,9117.64705882353,1.4,volkswagen golf
volkswagen,golf,3066,1999,with mileage,310.0,petrol,1400.0,green,mechanics,front-wheel drive,c,27,11.481481481481481,1.4,volkswagen golf
volkswagen,golf,1600,1993,with mileage,60000.0,petrol,1600.0,black,mechanics,front-wheel drive,c,33,1818.1818181818182,1.6,volkswagen golf
volkswagen,golf,3300,1998,with mileage,262000.0,petrol,1800.0,black,mechanics,front-wheel drive,c,28,9357.142857142857,1.8,volkswagen golf
volkswagen,golf,6900,2009,with mileage,280000.0,diesel,1900.0,silver,mechanics,front-wheel drive,c,17,16470.58823529412,1.9,volkswagen golf
volkswagen,golf,3750,2001,with mileage,457000.0,petrol,1600.0,silver,mechanics,front-wheel drive,c,25,18280.0,1.6,volkswagen golf
volkswagen,golf,500,1988,with mileage,311212.0,petrol,1800.0,blue,mechanics,front-wheel drive,c,38,8189.789473684211,1.8,volkswagen golf
volkswagen,golf,1300,1991,with mileage,378000.0,petrol,1300.0,blue,mechanics,front-wheel drive,c,35,10800.0,1.3,volkswagen golf
volkswagen,golf,2750,2000,with mileage,198000.0,petrol,1600.0,blue,mechanics,front-wheel drive,c,26,7615.384615384615,1.6,volkswagen golf
volkswagen,golf,1580,1986,with mileage,260000.0,petrol,1300.0,white,mechanics,front-wheel drive,c,40,6500.0,1.3,volkswagen golf
volkswagen,golf,3200,1993,with mileage,280000.0,petrol,1800.0,white,auto,front-wheel drive,c,33,8484.848484848484,1.8,volkswagen golf
volkswagen,golf,10100,2014,with mileage,155000.0,petrol,1200.0,silver,mechanics,front-wheel drive,c,12,12916.666666666666,1.2,volkswagen golf
volkswagen,golf,3700,2000,with mileage,370000.0,diesel,1900.0,silver,mechanics,front-wheel drive,c,26,14230.76923076923,1.9,volkswagen golf
volkswagen,golf,1700,1992,with mileage,170000.0,petrol,1400.0,burgundy,mechanics,front-wheel drive,c,34,5000.0,1.4,volkswagen golf
volkswagen,golf,6600,2005,with mileage,193000.0,diesel,2000.0,black,auto,front-wheel drive,c,21,9190.47619047619,2.0,volkswagen golf
volkswagen,golf,3500,1997,with mileage,334000.0,diesel,1900.0,silver,auto,,c,29,11517.241379310344,1.9,volkswagen golf
volkswagen,golf,700,1991,with mileage,333333.0,petrol,1800.0,brown,mechanics,front-wheel drive,c,35,9523.8,1.8,volkswagen golf
volkswagen,golf,750,1989,with mileage,400000.0,petrol,1800.0,red,mechanics,front-wheel drive,c,37,10810.81081081081,1.8,volkswagen golf
volkswagen,golf,3200,1998,with mileage,235744.0,petrol,1400.0,silver,mechanics,front-wheel drive,c,28,8419.42857142857,1.4,volkswagen golf
volkswagen,golf,1400,1988,with mileage,320000.0,petrol,1800.0,gray,mechanics,front-wheel drive,c,38,8421.052631578947,1.8,volkswagen golf
volkswagen,golf,1806,1992,with mileage,75000.0,diesel,1900.0,black,mechanics,front-wheel drive,c,34,2205.8823529411766,1.9,volkswagen golf
volkswagen,golf,400,1987,with mileage,300000.0,petrol,1600.0,white,mechanics,front-wheel drive,c,39,7692.307692307692,1.6,volkswagen golf
volkswagen,golf,600,1987,with mileage,250000.0,petrol,1300.0,red,mechanics,front-wheel drive,c,39,6410.25641025641,1.3,volkswagen golf
volkswagen,golf,6500,2007,with mileage,250000.0,diesel,1900.0,gray,mechanics,front-wheel drive,c,19,13157.894736842105,1.9,volkswagen golf
volkswagen,golf,4666,2006,with mileage,218000.0,petrol,1400.0,white,mechanics,front-wheel drive,c,20,10900.0,1.4,volkswagen golf
volkswagen,golf,640,1989,with mileage,100.0,petrol,1300.0,black,mechanics,front-wheel drive,c,37,2.7027027027027026,1.3,volkswagen golf
volkswagen,golf,1300,1991,with mileage,300000.0,petrol,1300.0,white,mechanics,front-wheel drive,c,35,8571.42857142857,1.3,volkswagen golf
volkswagen,golf,7000,2009,with mileage,163000.0,petrol,1400.0,silver,mechanics,front-wheel drive,c,17,9588.235294117647,1.4,volkswagen golf
volkswagen,golf,700,1987,with mileage,6800.0,petrol,1800.0,other,mechanics,front-wheel drive,c,39,174.35897435897436,1.8,volkswagen golf
volkswagen,golf,1600,1986,with mileage,100000.0,petrol,1300.0,burgundy,mechanics,front-wheel drive,c,40,2500.0,1.3,volkswagen golf
volkswagen,golf,1100,1986,with mileage,450000.0,diesel,1600.0,burgundy,mechanics,front-wheel drive,c,40,11250.0,1.6,volkswagen golf
volkswagen,golf,3600,1998,with mileage,314000.0,petrol,1800.0,black,mechanics,front-wheel drive,c,28,11214.285714285714,1.8,volkswagen golf
volkswagen,golf,4400,2000,with mileage,400000.0,diesel,1900.0,blue,mechanics,front-wheel drive,c,26,15384.615384615385,1.9,volkswagen golf
volkswagen,golf,600,1992,with mileage,200000.0,petrol,1400.0,red,mechanics,front-wheel drive,c,34,5882.35294117647,1.4,volkswagen golf
volkswagen,golf,4000,2003,with mileage,270000.0,diesel,1900.0,silver,mechanics,front-wheel drive,c,23,11739.130434782608,1.9,volkswagen golf
volkswagen,golf,1950,1994,with mileage,168500.0,petrol,1800.0,gray,mechanics,front-wheel drive,c,32,5265.625,1.8,volkswagen golf
volkswagen,golf,3700,2000,with mileage,340000.0,diesel,1899.0,other,mechanics,front-wheel drive,c,26,13076.923076923076,1.899,volkswagen golf
volkswagen,golf,6150,2007,with mileage,186000.0,petrol,1400.0,silver,mechanics,front-wheel drive,c,19,9789.473684210527,1.4,volkswagen golf
volkswagen,golf,1000,1990,with mileage,250000.0,petrol,1300.0,red,mechanics,front-wheel drive,c,36,6944.444444444444,1.3,volkswagen golf
volkswagen,golf,2700,1997,with mileage,4000000.0,diesel,1900.0,green,mechanics,front-wheel drive,c,29,137931.0344827586,1.9,volkswagen golf
volkswagen,golf,6050,2007,with mileage,385000.0,diesel,1900.0,blue,mechanics,front-wheel drive,c,19,20263.157894736843,1.9,volkswagen golf
volkswagen,golf,1500,1992,with mileage,260000.0,diesel,1900.0,black,mechanics,front-wheel drive,c,34,7647.058823529412,1.9,volkswagen golf
volkswagen,golf,3500,2001,with mileage,382000.0,diesel,1900.0,silver,mechanics,front-wheel drive,c,25,15280.0,1.9,volkswagen golf
volkswagen,golf,650,1987,with mileage,664486.0,petrol,1300.0,silver,mechanics,front-wheel drive,c,39,17038.102564102563,1.3,volkswagen golf
volkswagen,golf,2000,1997,with mileage,133000.0,diesel,1900.0,green,mechanics,front-wheel drive,c,29,4586.206896551724,1.9,volkswagen golf
volkswagen,golf,1100,1989,with mileage,237000.0,petrol,1300.0,red,mechanics,front-wheel drive,c,37,6405.405405405405,1.3,volkswagen golf
volkswagen,golf,5400,2001,with mileage,385000.0,diesel,1900.0,blue,mechanics,front-wheel drive,c,25,15400.0,1.9,volkswagen golf
volkswagen,golf,3450,1998,with mileage,1000000.0,diesel,1900.0,white,mechanics,,c,28,35714.28571428572,1.9,volkswagen golf
volkswagen,golf,11200,2015,with mileage,20000.0,diesel,1600.0,black,mechanics,front-wheel drive,c,11,1818.1818181818182,1.6,volkswagen golf
volkswagen,golf,7000,2008,with mileage,160200.0,petrol,1400.0,black,mechanics,front-wheel drive,c,18,8900.0,1.4,volkswagen golf
volkswagen,golf,6893,2010,with mileage,198000.0,petrol,1200.0,gray,auto,front-wheel drive,c,16,12375.0,1.2,volkswagen golf
volkswagen,golf,7700,2010,with mileage,283000.0,diesel,1600.0,silver,mechanics,front-wheel drive,c,16,17687.5,1.6,volkswagen golf
volkswagen,golf,3700,2007,with damage,128000.0,petrol,1600.0,silver,auto,front-wheel drive,c,19,6736.8421052631575,1.6,volkswagen golf
volkswagen,golf,1100,1994,with mileage,123321.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,c,32,3853.78125,1.6,volkswagen golf
volkswagen,golf,3850,2002,with mileage,327000.0,petrol,1400.0,black,mechanics,front-wheel drive,c,24,13625.0,1.4,volkswagen golf
volkswagen,golf,3250,1999,with mileage,300000.0,diesel,1900.0,blue,auto,front-wheel drive,c,27,11111.111111111111,1.9,volkswagen golf
volkswagen,golf,1800,1995,with mileage,330000.0,petrol,1800.0,blue,mechanics,front-wheel drive,c,31,10645.161290322581,1.8,volkswagen golf
volkswagen,golf,1650,1997,with mileage,234000.0,petrol,1800.0,white,mechanics,front-wheel drive,c,29,8068.9655172413795,1.8,volkswagen golf
volkswagen,golf,950,1996,with mileage,265404.0,petrol,1600.0,red,mechanics,,c,30,8846.8,1.6,volkswagen golf
volkswagen,golf,3100,2001,with mileage,299000.0,petrol,1400.0,blue,mechanics,front-wheel drive,c,25,11960.0,1.4,volkswagen golf
volkswagen,golf,2800,1998,with mileage,408000.0,petrol,1400.0,blue,mechanics,,c,28,14571.42857142857,1.4,volkswagen golf
volkswagen,golf,4900,2001,with mileage,300000.0,diesel,1900.0,blue,mechanics,front-wheel drive,c,25,12000.0,1.9,volkswagen golf
volkswagen,golf,1000,1991,with mileage,224535.0,petrol,1600.0,black,mechanics,front-wheel drive,c,35,6415.285714285715,1.6,volkswagen golf
volkswagen,golf,500,1984,with mileage,95004.0,petrol,1300.0,white,mechanics,front-wheel drive,c,42,2262.0,1.3,volkswagen golf
volkswagen,golf,3300,1998,with mileage,267000.0,petrol,1600.0,yellow,mechanics,front-wheel drive,c,28,9535.714285714286,1.6,volkswagen golf
volkswagen,golf,800,1988,with mileage,500000.0,diesel,1600.0,red,mechanics,front-wheel drive,c,38,13157.894736842105,1.6,volkswagen golf
volkswagen,golf,2990,1997,with mileage,433304.0,diesel,1900.0,blue,mechanics,front-wheel drive,c,29,14941.51724137931,1.9,volkswagen golf
volkswagen,golf,550,1994,with mileage,300.0,petrol,1600.0,black,mechanics,front-wheel drive,c,32,9.375,1.6,volkswagen golf
volkswagen,golf,14260,2014,with mileage,170000.0,diesel,1600.0,gray,mechanics,front-wheel drive,c,12,14166.666666666666,1.6,volkswagen golf
volkswagen,golf,3850,2001,with mileage,413000.0,diesel,1900.0,silver,mechanics,front-wheel drive,c,25,16520.0,1.9,volkswagen golf
volkswagen,golf,3018,2004,with mileage,233000.0,petrol,1400.0,silver,mechanics,front-wheel drive,c,22,10590.90909090909,1.4,volkswagen golf
volkswagen,golf,2400,1997,with mileage,320000.0,petrol,1800.0,green,mechanics,front-wheel drive,c,29,11034.48275862069,1.8,volkswagen golf
volkswagen,golf,1500,1996,with mileage,243000.0,petrol,1800.0,green,mechanics,front-wheel drive,c,30,8100.0,1.8,volkswagen golf
volkswagen,golf,1650,1992,with mileage,500000.0,diesel,1900.0,gray,mechanics,front-wheel drive,c,34,14705.882352941177,1.9,volkswagen golf
volkswagen,golf,13650,2015,with mileage,179000.0,petrol,1400.0,black,mechanics,front-wheel drive,c,11,16272.727272727272,1.4,volkswagen golf
volkswagen,golf,2200,1994,with mileage,180000.0,petrol,1400.0,red,mechanics,front-wheel drive,c,32,5625.0,1.4,volkswagen golf
volkswagen,golf,8100,2011,with mileage,98000.0,petrol,1400.0,black,auto,front-wheel drive,c,15,6533.333333333333,1.4,volkswagen golf
volkswagen,golf,6999,2010,with mileage,150000.0,petrol,1400.0,red,mechanics,front-wheel drive,c,16,9375.0,1.4,volkswagen golf
volkswagen,golf,1900,1996,with mileage,180000.0,petrol,1800.0,blue,mechanics,front-wheel drive,c,30,6000.0,1.8,volkswagen golf
volkswagen,golf,12470,2016,with mileage,164000.0,diesel,1600.0,other,mechanics,front-wheel drive,c,10,16400.0,1.6,volkswagen golf
volkswagen,golf,4200,2001,with mileage,368000.0,diesel,1900.0,blue,auto,front-wheel drive,c,25,14720.0,1.9,volkswagen golf
volkswagen,golf,1300,1993,with mileage,341806.0,petrol,1600.0,red,mechanics,front-wheel drive,c,33,10357.757575757576,1.6,volkswagen golf
volkswagen,golf,2190,1997,with mileage,250000.0,petrol,1800.0,black,mechanics,front-wheel drive,c,29,8620.689655172413,1.8,volkswagen golf
volkswagen,golf,2200,1997,with mileage,28000.0,petrol,1600.0,red,mechanics,front-wheel drive,c,29,965.5172413793103,1.6,volkswagen golf
volkswagen,golf,2300,1998,with mileage,212000.0,diesel,1900.0,black,mechanics,front-wheel drive,c,28,7571.428571428572,1.9,volkswagen golf
volkswagen,golf,450,1984,with mileage,208632.0,petrol,1800.0,black,mechanics,front-wheel drive,c,42,4967.428571428572,1.8,volkswagen golf
volkswagen,golf,3450,2000,with mileage,385000.0,diesel,1900.0,silver,mechanics,front-wheel drive,c,26,14807.692307692309,1.9,volkswagen golf
volkswagen,golf,4700,2003,with mileage,327000.0,petrol,1600.0,gray,mechanics,front-wheel drive,c,23,14217.391304347826,1.6,volkswagen golf
volkswagen,golf,13100,2015,with mileage,155000.0,petrol,1400.0,black,auto,front-wheel drive,c,11,14090.90909090909,1.4,volkswagen golf
volkswagen,golf,1300,1992,with mileage,345000.0,petrol,1400.0,green,mechanics,front-wheel drive,c,34,10147.058823529413,1.4,volkswagen golf
volkswagen,golf,550,1987,with mileage,444444.0,diesel,1900.0,gray,mechanics,front-wheel drive,c,39,11396.0,1.9,volkswagen golf
volkswagen,golf,8800,2012,with mileage,139500.0,petrol,1400.0,gray,mechanics,front-wheel drive,c,14,9964.285714285714,1.4,volkswagen golf
volkswagen,golf,650,1986,with mileage,300000.0,petrol,1800.0,white,mechanics,front-wheel drive,c,40,7500.0,1.8,volkswagen golf
volkswagen,golf,900,1990,with mileage,320000.0,petrol,1300.0,blue,mechanics,front-wheel drive,c,36,8888.888888888889,1.3,volkswagen golf
volkswagen,golf,1300,1988,with mileage,45000.0,petrol,1600.0,blue,mechanics,front-wheel drive,c,38,1184.2105263157894,1.6,volkswagen golf
volkswagen,golf,1350,1992,with mileage,123456.0,diesel,1900.0,black,mechanics,front-wheel drive,c,34,3631.0588235294117,1.9,volkswagen golf
volkswagen,golf,3470,1998,with mileage,330000.0,diesel,1900.0,green,mechanics,front-wheel drive,c,28,11785.714285714286,1.9,volkswagen golf
volkswagen,golf,1200,1980,with mileage,263532.0,petrol,1300.0,other,mechanics,front-wheel drive,c,46,5728.95652173913,1.3,volkswagen golf
volkswagen,golf,12000,2013,with mileage,143000.0,petrol,1395.0,blue,auto,front-wheel drive,c,13,11000.0,1.395,volkswagen golf
volkswagen,golf,6000,2010,with mileage,165000.0,petrol,1400.0,silver,mechanics,front-wheel drive,c,16,10312.5,1.4,volkswagen golf
volkswagen,golf,5600,1999,with mileage,182000.0,petrol,1800.0,silver,mechanics,all-wheel drive,c,27,6740.740740740741,1.8,volkswagen golf
volkswagen,golf,11500,2013,with mileage,87800.0,petrol,1400.0,white,auto,front-wheel drive,c,13,6753.846153846154,1.4,volkswagen golf
volkswagen,golf,5200,2002,with mileage,442786.0,diesel,1900.0,white,auto,front-wheel drive,c,24,18449.416666666668,1.9,volkswagen golf
volkswagen,golf,8000,2009,with mileage,210000.0,diesel,1600.0,silver,mechanics,front-wheel drive,c,17,12352.941176470587,1.6,volkswagen golf
volkswagen,golf,2350,1996,with mileage,438000.0,diesel,1900.0,blue,mechanics,front-wheel drive,c,30,14600.0,1.9,volkswagen golf
volkswagen,golf,2600,1997,with mileage,367000.0,petrol,1800.0,black,mechanics,front-wheel drive,c,29,12655.172413793103,1.8,volkswagen golf
volkswagen,golf,1500,1991,with mileage,527000.0,diesel,1600.0,burgundy,mechanics,front-wheel drive,c,35,15057.142857142857,1.6,volkswagen golf
volkswagen,golf,6250,2006,with mileage,126000.0,petrol,1600.0,black,mechanics,front-wheel drive,c,20,6300.0,1.6,volkswagen golf
volkswagen,golf,500,1990,with mileage,240000.0,petrol,1300.0,red,mechanics,front-wheel drive,c,36,6666.666666666667,1.3,volkswagen golf
volkswagen,golf,1380,1994,with mileage,67000.0,petrol,1400.0,red,mechanics,front-wheel drive,c,32,2093.75,1.4,volkswagen golf
volkswagen,golf,1600,1991,with mileage,500000.0,petrol,1600.0,black,mechanics,front-wheel drive,c,35,14285.714285714286,1.6,volkswagen golf
volkswagen,golf,2800,1997,with mileage,310000.0,petrol,1800.0,green,mechanics,front-wheel drive,c,29,10689.655172413793,1.8,volkswagen golf
volkswagen,golf,7225,2012,with mileage,196000.0,petrol,1600.0,black,auto,front-wheel drive,c,14,14000.0,1.6,volkswagen golf
volkswagen,golf,6150,2008,with mileage,165000.0,petrol,1400.0,black,mechanics,front-wheel drive,c,18,9166.666666666666,1.4,volkswagen golf
volkswagen,golf,1379,1993,with mileage,140000.0,petrol,1800.0,white,auto,front-wheel drive,c,33,4242.424242424242,1.8,volkswagen golf
volkswagen,golf,3200,1999,with mileage,305000.0,petrol,1400.0,green,mechanics,front-wheel drive,c,27,11296.296296296296,1.4,volkswagen golf
volkswagen,golf,3300,1998,with mileage,312000.0,petrol,1400.0,blue,mechanics,front-wheel drive,c,28,11142.857142857143,1.4,volkswagen golf
volkswagen,golf,7800,2010,with mileage,307000.0,petrol,1400.0,blue,auto,front-wheel drive,c,16,19187.5,1.4,volkswagen golf
volkswagen,golf,2500,1992,with mileage,1.0,petrol,1800.0,purple,mechanics,front-wheel drive,c,34,0.029411764705882353,1.8,volkswagen golf
volkswagen,golf,7550,2009,with mileage,245000.0,petrol,1400.0,black,auto,front-wheel drive,c,17,14411.764705882353,1.4,volkswagen golf
volkswagen,golf,1500,1994,with mileage,40000.0,diesel,1900.0,blue,mechanics,front-wheel drive,c,32,1250.0,1.9,volkswagen golf
volkswagen,golf,1250,1991,with mileage,267000.0,petrol,1600.0,gray,mechanics,front-wheel drive,c,35,7628.571428571428,1.6,volkswagen golf
volkswagen,golf,4800,1999,with mileage,277000.0,diesel,1900.0,white,mechanics,front-wheel drive,c,27,10259.25925925926,1.9,volkswagen golf
volkswagen,golf,3990,2002,with mileage,300000.0,petrol,2800.0,black,mechanics,front-wheel drive,c,24,12500.0,2.8,volkswagen golf
volkswagen,golf,5500,2002,with mileage,265000.0,petrol,1600.0,silver,mechanics,front-wheel drive,c,24,11041.666666666666,1.6,volkswagen golf
volkswagen,golf,4500,2001,with mileage,290000.0,diesel,1900.0,black,mechanics,front-wheel drive,c,25,11600.0,1.9,volkswagen golf
volkswagen,golf,1100,1984,with mileage,1111111.0,petrol,1300.0,red,mechanics,front-wheel drive,c,42,26455.02380952381,1.3,volkswagen golf
volkswagen,golf,7999,2011,with mileage,107.0,petrol,1600.0,white,auto,front-wheel drive,c,15,7.133333333333334,1.6,volkswagen golf
volkswagen,golf,7900,2011,with mileage,134000.0,petrol,1400.0,gray,mechanics,front-wheel drive,c,15,8933.333333333334,1.4,volkswagen golf
volkswagen,golf,4000,2000,with mileage,360000.0,petrol,1600.0,blue,mechanics,front-wheel drive,c,26,13846.153846153846,1.6,volkswagen golf
volkswagen,golf,4450,2002,with mileage,360000.0,diesel,1900.0,silver,mechanics,front-wheel drive,c,24,15000.0,1.9,volkswagen golf
volkswagen,golf,4500,2000,with mileage,410000.0,diesel,1900.0,burgundy,mechanics,front-wheel drive,c,26,15769.23076923077,1.9,volkswagen golf
volkswagen,golf,1000,1991,with mileage,350000.0,petrol,1800.0,white,mechanics,front-wheel drive,c,35,10000.0,1.8,volkswagen golf
volkswagen,golf,1426,1992,with mileage,300000.0,petrol,1400.0,blue,mechanics,front-wheel drive,c,34,8823.529411764706,1.4,volkswagen golf
volkswagen,golf,2000,1997,with mileage,600000.0,petrol,1600.0,silver,mechanics,front-wheel drive,c,29,20689.655172413793,1.6,volkswagen golf
volkswagen,golf,15514,2015,with mileage,103000.0,diesel,2000.0,gray,mechanics,front-wheel drive,c,11,9363.636363636364,2.0,volkswagen golf
volkswagen,golf,1000,1989,with mileage,1.0,petrol,1300.0,blue,mechanics,front-wheel drive,c,37,0.02702702702702703,1.3,volkswagen golf
volkswagen,golf,1260,1986,with mileage,450000.0,diesel,1600.0,silver,mechanics,front-wheel drive,c,40,11250.0,1.6,volkswagen golf
volkswagen,golf,3600,2000,with mileage,350000.0,diesel,1900.0,white,mechanics,front-wheel drive,c,26,13461.538461538461,1.9,volkswagen golf
volkswagen,golf,500,1988,with mileage,370000.0,petrol,1300.0,blue,mechanics,front-wheel drive,c,38,9736.842105263158,1.3,volkswagen golf
volkswagen,golf,1200,1990,with mileage,450000.0,petrol,1989.0,black,mechanics,front-wheel drive,c,36,12500.0,1.989,volkswagen golf
volkswagen,golf,800,1991,with mileage,30000.0,petrol,2000.0,blue,mechanics,front-wheel drive,c,35,857.1428571428571,2.0,volkswagen golf
volkswagen,golf,3500,1996,with mileage,208000.0,diesel,1900.0,green,mechanics,front-wheel drive,c,30,6933.333333333333,1.9,volkswagen golf
volkswagen,golf,999,1985,with mileage,4000000.0,petrol,2000.0,white,mechanics,front-wheel drive,c,41,97560.9756097561,2.0,volkswagen golf
volkswagen,golf,1800,1994,with mileage,145000.0,petrol,1800.0,white,mechanics,front-wheel drive,c,32,4531.25,1.8,volkswagen golf
volkswagen,golf,1000,1991,for parts,789932.0,petrol,1600.0,black,mechanics,,c,35,22569.485714285714,1.6,volkswagen golf
volkswagen,golf,1200,1988,with mileage,300000.0,diesel,1600.0,blue,mechanics,front-wheel drive,c,38,7894.736842105263,1.6,volkswagen golf
volkswagen,golf,1200,1993,with mileage,43000.0,petrol,1400.0,blue,mechanics,front-wheel drive,c,33,1303.030303030303,1.4,volkswagen golf
volkswagen,golf,11800,2015,with mileage,180000.0,diesel,1600.0,black,auto,front-wheel drive,c,11,16363.636363636364,1.6,volkswagen golf
volkswagen,golf,500,1988,with mileage,298000.0,petrol,1300.0,white,mechanics,front-wheel drive,c,38,7842.105263157895,1.3,volkswagen golf
volkswagen,golf,1700,1993,with mileage,400000.0,petrol,1400.0,other,mechanics,front-wheel drive,c,33,12121.212121212122,1.4,volkswagen golf
volkswagen,golf,1000,1989,with mileage,280000.0,petrol,1800.0,blue,mechanics,front-wheel drive,c,37,7567.5675675675675,1.8,volkswagen golf
volkswagen,golf,2250,1997,with mileage,276000.0,petrol,1600.0,white,mechanics,front-wheel drive,c,29,9517.241379310344,1.6,volkswagen golf
volkswagen,golf,500,1988,for parts,320000.0,diesel,1600.0,blue,mechanics,front-wheel drive,c,38,8421.052631578947,1.6,volkswagen golf
volkswagen,golf,4000,1999,with mileage,275000.0,diesel,1900.0,blue,mechanics,front-wheel drive,c,27,10185.185185185184,1.9,volkswagen golf
volkswagen,golf,1500,1993,with mileage,52000.0,petrol,1400.0,red,mechanics,front-wheel drive,c,33,1575.7575757575758,1.4,volkswagen golf
volkswagen,golf,970,1991,with mileage,200000.0,petrol,1300.0,blue,mechanics,front-wheel drive,c,35,5714.285714285715,1.3,volkswagen golf
volkswagen,golf,8300,2010,with mileage,164000.0,petrol,1600.0,white,auto,,c,16,10250.0,1.6,volkswagen golf
volkswagen,golf,9199,2011,with mileage,96000.0,petrol,1400.0,silver,mechanics,front-wheel drive,c,15,6400.0,1.4,volkswagen golf
volkswagen,golf,650,1988,with mileage,300000.0,petrol,1600.0,red,mechanics,front-wheel drive,c,38,7894.736842105263,1.6,volkswagen golf
volkswagen,golf,1500,1987,with mileage,230000.0,petrol,1800.0,blue,mechanics,front-wheel drive,c,39,5897.4358974358975,1.8,volkswagen golf
volkswagen,golf,1800,1996,with mileage,312000.0,petrol,1400.0,green,mechanics,front-wheel drive,c,30,10400.0,1.4,volkswagen golf
volkswagen,golf,1000,1986,with mileage,1000000.0,diesel,1600.0,blue,mechanics,front-wheel drive,c,40,25000.0,1.6,volkswagen golf
volkswagen,golf,1300,1993,with mileage,1.0,petrol,1600.0,blue,mechanics,front-wheel drive,c,33,0.030303030303030304,1.6,volkswagen golf
volkswagen,golf,1150,1993,with mileage,270000.0,petrol,1400.0,burgundy,mechanics,front-wheel drive,c,33,8181.818181818182,1.4,volkswagen golf
volkswagen,golf,6585,2007,with mileage,287400.0,petrol,1600.0,black,mechanics,front-wheel drive,c,19,15126.315789473685,1.6,volkswagen golf
volkswagen,golf,452,1989,with mileage,523000.0,petrol,1300.0,blue,mechanics,front-wheel drive,c,37,14135.135135135135,1.3,volkswagen golf
volkswagen,golf,5942,2008,with mileage,250000.0,diesel,1900.0,blue,mechanics,front-wheel drive,c,18,13888.888888888889,1.9,volkswagen golf
volkswagen,golf,1200,1990,with mileage,400.0,petrol,1300.0,red,mechanics,front-wheel drive,c,36,11.11111111111111,1.3,volkswagen golf
volkswagen,golf,895,1984,with mileage,237000.0,petrol,1800.0,black,mechanics,front-wheel drive,c,42,5642.857142857143,1.8,volkswagen golf
volkswagen,golf,7700,2009,with mileage,264.0,diesel,2000.0,black,auto,front-wheel drive,c,17,15.529411764705882,2.0,volkswagen golf
volkswagen,golf,8500,2008,with mileage,312000.0,diesel,1900.0,silver,auto,front-wheel drive,c,18,17333.333333333332,1.9,volkswagen golf
volkswagen,golf,7550,2008,with mileage,320000.0,diesel,1900.0,black,mechanics,front-wheel drive,c,18,17777.777777777777,1.9,volkswagen golf
volkswagen,golf,3450,1997,with mileage,222000.0,diesel,1900.0,white,mechanics,front-wheel drive,c,29,7655.172413793103,1.9,volkswagen golf
volkswagen,golf,10777,2014,with mileage,160000.0,diesel,1600.0,black,mechanics,front-wheel drive,c,12,13333.333333333334,1.6,volkswagen golf
volkswagen,golf,1800,1996,with mileage,128500.0,petrol,1600.0,black,mechanics,front-wheel drive,c,30,4283.333333333333,1.6,volkswagen golf
volkswagen,golf,999,1986,with mileage,300000.0,petrol,1300.0,burgundy,mechanics,front-wheel drive,c,40,7500.0,1.3,volkswagen golf
volkswagen,golf,5100,2002,with mileage,300000.0,diesel,1900.0,silver,auto,front-wheel drive,c,24,12500.0,1.9,volkswagen golf
volkswagen,golf,1600,1993,with mileage,380000.0,petrol,1600.0,green,mechanics,front-wheel drive,c,33,11515.151515151516,1.6,volkswagen golf
volkswagen,golf,1600,1997,with mileage,206224.0,petrol,1800.0,white,auto,front-wheel drive,c,29,7111.172413793103,1.8,volkswagen golf
volkswagen,golf,1750,1994,with mileage,196000.0,petrol,1600.0,blue,mechanics,front-wheel drive,c,32,6125.0,1.6,volkswagen golf
volkswagen,golf,6000,2008,with mileage,370000.0,petrol,1600.0,red,mechanics,,c,18,20555.555555555555,1.6,volkswagen golf
volkswagen,golf,290,1986,for parts,200000.0,petrol,1300.0,blue,mechanics,front-wheel drive,c,40,5000.0,1.3,volkswagen golf
volkswagen,golf,1200,1993,with mileage,300000.0,diesel,1900.0,red,mechanics,front-wheel drive,c,33,9090.90909090909,1.9,volkswagen golf
volkswagen,golf,3500,2000,with mileage,335000.0,petrol,1400.0,blue,mechanics,front-wheel drive,c,26,12884.615384615385,1.4,volkswagen golf
volkswagen,golf,400,1986,with mileage,900000.0,petrol,1300.0,red,mechanics,front-wheel drive,c,40,22500.0,1.3,volkswagen golf
volkswagen,golf,5790,2005,with mileage,434000.0,diesel,1900.0,blue,mechanics,front-wheel drive,c,21,20666.666666666668,1.9,volkswagen golf
volkswagen,golf,2200,1994,with mileage,164000.0,petrol,2000.0,burgundy,mechanics,front-wheel drive,c,32,5125.0,2.0,volkswagen golf
volkswagen,golf,1200,1989,with mileage,350000.0,diesel,1600.0,red,mechanics,front-wheel drive,c,37,9459.45945945946,1.6,volkswagen golf
volkswagen,golf,5777,2004,with mileage,390000.0,diesel,1900.0,blue,mechanics,front-wheel drive,c,22,17727.272727272728,1.9,volkswagen golf
volkswagen,golf,700,1989,with mileage,1.0,diesel,1600.0,red,mechanics,front-wheel drive,c,37,0.02702702702702703,1.6,volkswagen golf
volkswagen,golf,3999,1999,with mileage,299000.0,petrol,1600.0,red,mechanics,,c,27,11074.074074074075,1.6,volkswagen golf
