make,model,price_usd,year,condition,mileage_kilometers,fuel_type,volume_cm3,color,transmission,drive_unit,segment,car_age,mileage_per_year,engine_volume_liters,brand_model
audi,a8,4700,1996,with mileage,420000.0,petrol,4200.0,black,auto,all-wheel drive,f,30,14000.0,4.2,audi a8
audi,a8,9450,2008,with mileage,246000.0,petrol,3200.0,black,auto,,f,18,13666.666666666666,3.2,audi a8
audi,a8,5999,2002,with mileage,270000.0,diesel,2500.0,black,auto,front-wheel drive,f,24,11250.0,2.5,audi a8
audi,a8,6499,2001,with mileage,277000.0,petrol,3700.0,gray,auto,all-wheel drive,f,25,11080.0,3.7,audi a8
audi,a8,6499,2001,with mileage,270835.0,petrol,4200.0,blue,auto,all-wheel drive,f,25,10833.4,4.2,audi a8
audi,a8,4200,1996,with mileage,361500.0,petrol,3700.0,purple,auto,all-wheel drive,f,30,12050.0,3.7,audi a8
audi,a8,9000,2007,with mileage,198000.0,petrol,4200.0,black,auto,all-wheel drive,f,19,10421.052631578947,4.2,audi a8
audi,a8,7900,2005,with mileage,345000.0,petrol,4200.0,black,auto,all-wheel drive,f,21,16428.571428571428,4.2,audi a8
audi,a8,29600,2010,with mileage,105000.0,diesel,4200.0,black,auto,all-wheel drive,f,16,6562.5,4.2,audi a8
audi,a8,9500,2001,with mileage,380.0,petrol,4200.0,black,auto,all-wheel drive,f,25,15.2,4.2,audi a8
audi,a8,5400,1999,with mileage,370000.0,diesel,2500.0,blue,auto,front-wheel drive,f,27,13703.703703703704,2.5,audi a8
audi,a8,9300,2008,with mileage,200000.0,petrol,3200.0,black,auto,front-wheel drive,f,18,11111.111111111111,3.2,audi a8
audi,a8,6600,2003,with mileage,431000.0,petrol,3700.0,blue,auto,all-wheel drive,f,23,18739.130434782608,3.7,audi a8
audi,a8,4000,2002,with mileage,520000.0,diesel,2500.0,silver,auto,all-wheel drive,f,24,21666.666666666668,2.5,audi a8
audi,a8,9500,2004,with mileage,170000.0,petrol,6000.0,black,auto,all-wheel drive,f,22,7727.272727272727,6.0,audi a8
audi,a8,8414,2004,with mileage,186000.0,petrol,4200.0,blue,auto,part-time four-wheel drive,f,22,8454.545454545454,4.2,audi a8
audi,a8,4500,2001,with mileage,70.0,diesel,2500.0,green,auto,front-wheel drive,f,25,2.8,2.5,audi a8
audi,a8,8500,2007,with mileage,260000.0,petrol,4200.0,black,auto,all-wheel drive,f,19,13684.21052631579,4.2,audi a8
audi,a8,7500,2004,with mileage,217000.0,petrol,3700.0,blue,auto,all-wheel drive,f,22,9863.636363636364,3.7,audi a8
audi,a8,4500,2003,with mileage,400.0,petrol,4200.0,black,auto,all-wheel drive,f,23,17.391304347826086,4.2,audi a8
audi,a8,6800,2000,with mileage,300000.0,diesel,1900.0,silver,mechanics,front-wheel drive,f,26,11538.461538461539,1.9,audi a8
audi,a8,13000,2008,with mileage,190000.0,diesel,3000.0,black,auto,all-wheel drive,f,18,10555.555555555555,3.0,audi a8
audi,a8,20000,2011,with mileage,125000.0,petrol,3000.0,blue,auto,all-wheel drive,f,15,8333.333333333334,3.0,audi a8
audi,a8,22950,2012,with mileage,181000.0,diesel,3000.0,black,auto,all-wheel drive,f,14,12928.57142857143,3.0,audi a8
audi,a8,45500,2015,with mileage,115000.0,diesel,3000.0,black,auto,all-wheel drive,f,11,10454.545454545454,3.0,audi a8
audi,a8,8900,2004,with mileage,264000.0,petrol,4200.0,black,auto,all-wheel drive,f,22,12000.0,4.2,audi a8
audi,a8,6600,2003,with mileage,268752.0,petrol,4200.0,silver,auto,all-wheel drive,f,23,11684.869565217392,4.2,audi a8
audi,a8,6650,2003,with mileage,250000.0,petrol,4200.0,black,auto,all-wheel drive,f,23,10869.565217391304,4.2,audi a8
audi,a8,4500,2001,with mileage,185000.0,petrol,4200.0,brown,auto,all-wheel drive,f,25,7400.0,4.2,audi a8
audi,a8,9500,2006,with mileage,220000.0,petrol,4200.0,black,auto,all-wheel drive,f,20,11000.0,4.2,audi a8
audi,a8,8400,2004,with mileage,285000.0,petrol,3700.0,other,auto,all-wheel drive,f,22,12954.545454545454,3.7,audi a8
audi,a8,7000,2003,with mileage,295000.0,petrol,4200.0,black,auto,all-wheel drive,f,23,12826.08695652174,4.2,audi a8
audi,a8,7100,2000,with mileage,272000.0,diesel,2500.0,black,auto,front-wheel drive,f,26,10461.538461538461,2.5,audi a8
audi,a8,14261,2007,with mileage,230000.0,diesel,3000.0,gray,auto,all-wheel drive,f,19,12105.263157894737,3.0,audi a8
audi,a8,37499,2015,with mileage,120000.0,diesel,3000.0,silver,auto,all-wheel drive,f,11,10909.09090909091,3.0,audi a8
audi,a8,10200,2003,with mileage,286000.0,petrol,4200.0,other,auto,all-wheel drive,f,23,12434.782608695652,4.2,audi a8
audi,a8,14499,2010,with mileage,206000.0,petrol,3000.0,black,auto,all-wheel drive,f,16,12875.0,3.0,audi a8
audi,a8,14900,2010,with mileage,205700.0,petrol,4200.0,black,auto,all-wheel drive,f,16,12856.25,4.2,audi a8
audi,a8,7999,2005,with mileage,222000.0,petrol,4200.0,other,auto,all-wheel drive,f,21,10571.42857142857,4.2,audi a8
audi,a8,5500,2000,with mileage,333333.0,petrol,3700.0,black,auto,all-wheel drive,f,26,12820.5,3.7,audi a8
audi,a8,10000,2003,with mileage,266000.0,diesel,4000.0,blue,auto,all-wheel drive,f,23,11565.217391304348,4.0,audi a8
audi,a8,5400,2003,with mileage,245000.0,petrol,4200.0,silver,auto,all-wheel drive,f,23,10652.173913043478,4.2,audi a8
audi,a8,11900,2005,with mileage,280000.0,diesel,3000.0,black,auto,rear drive,f,21,13333.333333333334,3.0,audi a8
audi,a8,4600,1997,with mileage,450000.0,petrol,3700.0,black,auto,all-wheel drive,f,29,15517.241379310344,3.7,audi a8
audi,a8,9300,2008,with mileage,210600.0,petrol,3200.0,black,auto,front-wheel drive,f,18,11700.0,3.2,audi a8
audi,a8,10900,2006,with mileage,248000.0,petrol,4200.0,black,auto,all-wheel drive,f,20,12400.0,4.2,audi a8
audi,a8,13800,2007,with mileage,262000.0,diesel,3000.0,black,auto,all-wheel drive,f,19,13789.473684210527,3.0,audi a8
audi,a8,4999,1997,with mileage,444000.0,diesel,2500.0,green,mechanics,front-wheel drive,f,29,15310.344827586207,2.5,audi a8
audi,a8,4500,2000,with mileage,205000.0,diesel,3300.0,blue,auto,all-wheel drive,f,26,7884.615384615385,3.3,audi a8
audi,a8,15000,2007,with mileage,190000.0,diesel,3000.0,black,auto,all-wheel drive,f,19,10000.0,3.0,audi a8
audi,a8,9000,2004,with mileage,305000.0,petrol,6000.0,burgundy,auto,all-wheel drive,f,22,13863.636363636364,6.0,audi a8
audi,a8,34500,2015,with mileage,57000.0,petrol,3000.0,black,auto,all-wheel drive,f,11,5181.818181818182,3.0,audi a8
audi,a8,2737,1998,with mileage,301380.0,diesel,2500.0,silver,auto,all-wheel drive,f,28,10763.57142857143,2.5,audi a8
audi,a8,6500,2002,with mileage,312000.0,petrol,2800.0,blue,auto,all-wheel drive,f,24,13000.0,2.8,audi a8
audi,a8,17800,2011,with damage,183500.0,diesel,3000.0,black,auto,all-wheel drive,f,15,12233.333333333334,3.0,audi a8
audi,a8,5200,2000,with mileage,510000.0,diesel,2500.0,blue,auto,front-wheel drive,f,26,19615.384615384617,2.5,audi a8
audi,a8,6350,2001,with mileage,370000.0,diesel,3300.0,black,auto,all-wheel drive,f,25,14800.0,3.3,audi a8
audi,a8,9500,2004,with mileage,275000.0,diesel,3000.0,gray,auto,all-wheel drive,f,22,12500.0,3.0,audi a8
audi,a8,13600,2008,with mileage,205000.0,petrol,4200.0,blue,auto,all-wheel drive,f,18,11388.888888888889,4.2,audi a8
audi,a8,5500,2000,with mileage,440000.0,diesel,2500.0,silver,mechanics,front-wheel drive,f,26,16923.076923076922,2.5,audi a8
audi,a8,30000,2014,with mileage,135000.0,petrol,3000.0,black,auto,all-wheel drive,f,12,11250.0,3.0,audi a8
audi,a8,5090,2002,with mileage,390000.0,diesel,2500.0,blue,auto,all-wheel drive,f,24,16250.0,2.5,audi a8
audi,a8,8700,2003,with mileage,257000.0,petrol,4200.0,blue,auto,all-wheel drive,f,23,11173.91304347826,4.2,audi a8
audi,a8,8000,2004,with mileage,400000.0,diesel,3000.0,blue,auto,all-wheel drive,f,22,18181.81818181818,3.0,audi a8
audi,a8,10000,2008,with mileage,197000.0,petrol,4200.0,other,auto,all-wheel drive,f,18,10944.444444444445,4.2,audi a8
audi,a8,9300,2006,with mileage,320000.0,petrol,3700.0,black,auto,all-wheel drive,f,20,16000.0,3.7,audi a8
audi,a8,6999,2004,with mileage,226000.0,petrol,6000.0,black,auto,all-wheel drive,f,22,10272.727272727272,6.0,audi a8
audi,a8,4000,1994,with mileage,350000.0,petrol,4200.0,black,auto,all-wheel drive,f,32,10937.5,4.2,audi a8
audi,a8,6200,1998,with mileage,346000.0,diesel,2500.0,black,mechanics,,f,28,12357.142857142857,2.5,audi a8
audi,a8,5000,1998,with mileage,370000.0,petrol,2800.0,silver,auto,front-wheel drive,f,28,13214.285714285714,2.8,audi a8
audi,a8,8000,2002,with mileage,200000.0,petrol,4200.0,green,auto,part-time four-wheel drive,f,24,8333.333333333334,4.2,audi a8
audi,a8,10800,2008,with mileage,187.0,petrol,3200.0,black,auto,front-wheel drive,f,18,10.38888888888889,3.2,audi a8
audi,a8,8200,2000,with mileage,313200.0,diesel,3300.0,silver,auto,all-wheel drive,f,26,12046.153846153846,3.3,audi a8
audi,a8,8800,2005,with mileage,291320.0,petrol,4200.0,black,auto,all-wheel drive,f,21,13872.380952380952,4.2,audi a8
audi,a8,3700,1996,with mileage,550000.0,petrol,2800.0,green,auto,front-wheel drive,f,30,18333.333333333332,2.8,audi a8
audi,a8,6222,2000,with mileage,414000.0,diesel,2500.0,blue,auto,front-wheel drive,f,26,15923.076923076924,2.5,audi a8
audi,a8,8200,2006,with mileage,240000.0,petrol,4200.0,black,auto,all-wheel drive,f,20,12000.0,4.2,audi a8
audi,a8,9507,2004,with mileage,270000.0,petrol,3700.0,silver,auto,all-wheel drive,f,22,12272.727272727272,3.7,audi a8
audi,a8,14000,2004,with mileage,215000.0,petrol,4200.0,silver,auto,all-wheel drive,f,22,9772.727272727272,4.2,audi a8
audi,a8,4400,1996,with mileage,123456.0,petrol,4200.0,silver,auto,all-wheel drive,f,30,4115.2,4.2,audi a8
audi,a8,5500,2000,with mileage,370000.0,petrol,4200.0,blue,auto,all-wheel drive,f,26,14230.76923076923,4.2,audi a8
audi,a8,7250,2003,with mileage,241000.0,petrol,4200.0,blue,auto,all-wheel drive,f,23,10478.260869565218,4.2,audi a8
audi,a8,20000,2012,with mileage,135000.0,diesel,3000.0,black,auto,all-wheel drive,f,14,9642.857142857143,3.0,audi a8
audi,a8,7000,2003,with mileage,350000.0,petrol,4200.0,black,auto,all-wheel drive,f,23,15217.391304347826,4.2,audi a8
audi,a8,9500,2007,with mileage,261000.0,petrol,4200.0,black,auto,all-wheel drive,f,19,13736.842105263158,4.2,audi a8
audi,a8,14400,2006,with mileage,230000.0,petrol,4200.0,black,auto,front-wheel drive,f,20,11500.0,4.2,audi a8
audi,a8,9000,2004,with mileage,302000.0,diesel,4000.0,black,auto,all-wheel drive,f,22,13727.272727272728,4.0,audi a8
audi,a8,6900,2002,with mileage,267000.0,diesel,3300.0,silver,auto,all-wheel drive,f,24,11125.0,3.3,audi a8
audi,a8,10300,2008,with mileage,280000.0,petrol,3200.0,black,auto,front-wheel drive,f,18,15555.555555555555,3.2,audi a8
audi,a8,11300,2008,with mileage,198300.0,petrol,4200.0,black,auto,all-wheel drive,f,18,11016.666666666666,4.2,audi a8
audi,a8,8300,2003,with mileage,340000.0,petrol,3700.0,black,auto,all-wheel drive,f,23,14782.608695652174,3.7,audi a8
audi,a8,6300,2001,with mileage,310000.0,diesel,3300.0,silver,auto,all-wheel drive,f,25,12400.0,3.3,audi a8
audi,a8,4850,2002,with mileage,327000.0,diesel,3300.0,silver,auto,all-wheel drive,f,24,13625.0,3.3,audi a8
audi,a8,3000,1997,with mileage,300000.0,petrol,4200.0,black,auto,all-wheel drive,f,29,10344.827586206897,4.2,audi a8
audi,a8,6200,2000,with mileage,295000.0,diesel,2500.0,brown,auto,front-wheel drive,f,26,11346.153846153846,2.5,audi a8
audi,a8,8376,2006,with mileage,199000.0,petrol,3199.0,black,auto,all-wheel drive,f,20,9950.0,3.199,audi a8
audi,a8,4900,2000,with mileage,333000.0,diesel,2500.0,brown,auto,all-wheel drive,f,26,12807.692307692309,2.5,audi a8
audi,a8,11900,2005,with mileage,361000.0,diesel,3000.0,gray,auto,all-wheel drive,f,21,17190.47619047619,3.0,audi a8
audi,a8,16800,2010,with mileage,153000.0,petrol,4200.0,blue,auto,all-wheel drive,f,16,9562.5,4.2,audi a8
audi,a8,6300,2001,with mileage,380000.0,diesel,2500.0,purple,auto,all-wheel drive,f,25,15200.0,2.5,audi a8
audi,a8,27500,2014,with mileage,154000.0,petrol,2995.0,black,auto,all-wheel drive,f,12,12833.333333333334,2.995,audi a8
audi,a8,4100,1997,with mileage,277000.0,petrol,2800.0,black,auto,front-wheel drive,f,29,9551.724137931034,2.8,audi a8
audi,a8,9900,2007,with mileage,255000.0,petrol,4200.0,black,auto,all-wheel drive,f,19,13421.052631578947,4.2,audi a8
audi,a8,12500,2007,with mileage,221000.0,petrol,4200.0,black,auto,all-wheel drive,f,19,11631.578947368422,4.2,audi a8
audi,a8,15700,2010,with mileage,176000.0,petrol,4200.0,black,auto,all-wheel drive,f,16,11000.0,4.2,audi a8
audi,a8,4000,1999,with mileage,411000.0,petrol,4200.0,silver,auto,all-wheel drive,f,27,15222.222222222223,4.2,audi a8
audi,a8,14498,2007,with mileage,319000.0,diesel,4200.0,green,auto,all-wheel drive,f,19,16789.473684210527,4.2,audi a8
audi,a8,10500,2006,with mileage,273400.0,petrol,4200.0,gray,auto,all-wheel drive,f,20,13670.0,4.2,audi a8
audi,a8,9650,2003,with mileage,311083.0,diesel,4000.0,silver,auto,all-wheel drive,f,23,13525.347826086956,4.0,audi a8
audi,a8,4900,2003,with mileage,290000.0,petrol,4200.0,blue,auto,all-wheel drive,f,23,12608.695652173914,4.2,audi a8
audi,a8,8200,2008,with mileage,222000.0,petrol,3200.0,black,auto,front-wheel drive,f,18,12333.333333333334,3.2,audi a8
audi,a8,22999,2010,with mileage,150000.0,petrol,4200.0,other,auto,all-wheel drive,f,16,9375.0,4.2,audi a8
audi,a8,43950,2014,with mileage,156000.0,diesel,4200.0,black,auto,all-wheel drive,f,12,13000.0,4.2,audi a8
audi,a8,9800,2006,with mileage,245000.0,petrol,3200.0,other,auto,all-wheel drive,f,20,12250.0,3.2,audi a8
audi,a8,10500,2004,with mileage,250000.0,diesel,3000.0,black,auto,all-wheel drive,f,22,11363.636363636364,3.0,audi a8
audi,a8,14950,2007,with mileage,257635.0,diesel,4200.0,black,auto,all-wheel drive,f,19,13559.736842105263,4.2,audi a8
audi,a8,5000,1998,with mileage,300000.0,diesel,2500.0,silver,auto,all-wheel drive,f,28,10714.285714285714,2.5,audi a8
audi,a8,14800,2009,with mileage,320000.0,diesel,3000.0,black,auto,all-wheel drive,f,17,18823.529411764706,3.0,audi a8
audi,a8,2900,2006,with damage,250000.0,petrol,4200.0,black,auto,all-wheel drive,f,20,12500.0,4.2,audi a8
audi,a8,8000,2004,with mileage,402000.0,diesel,4000.0,black,auto,all-wheel drive,f,22,18272.727272727272,4.0,audi a8
audi,a8,39000,2014,with mileage,79500.0,petrol,4000.0,black,auto,all-wheel drive,f,12,6625.0,4.0,audi a8
audi,a8,20700,2010,with mileage,175000.0,petrol,4200.0,black,auto,all-wheel drive,f,16,10937.5,4.2,audi a8
audi,a8,12350,2009,with mileage,216000.0,petrol,4200.0,black,auto,all-wheel drive,f,17,12705.882352941177,4.2,audi a8
audi,a8,11000,2008,with mileage,176000.0,petrol,6000.0,black,auto,all-wheel drive,f,18,9777.777777777777,6.0,audi a8
audi,a8,10600,2007,with mileage,250000.0,petrol,4200.0,black,auto,all-wheel drive,f,19,13157.894736842105,4.2,audi a8
audi,a8,5847,2004,with mileage,250000.0,petrol,3700.0,silver,auto,all-wheel drive,f,22,11363.636363636364,3.7,audi a8
audi,a8,4900,2001,with mileage,280000.0,diesel,3300.0,silver,auto,all-wheel drive,f,25,11200.0,3.3,audi a8
audi,a8,16000,2007,with mileage,370000.0,diesel,4200.0,black,auto,all-wheel drive,f,19,19473.684210526317,4.2,audi a8
audi,a8,9000,2006,with mileage,195000.0,petrol,5200.0,gray,auto,all-wheel drive,f,20,9750.0,5.2,audi a8
audi,a8,5000,1999,with mileage,300000.0,petrol,3700.0,green,auto,all-wheel drive,f,27,11111.111111111111,3.7,audi a8
audi,a8,18300,2010,with mileage,208000.0,petrol,4200.0,black,auto,all-wheel drive,f,16,13000.0,4.2,audi a8
audi,a8,43900,2014,with mileage,150000.0,diesel,4200.0,black,auto,all-wheel drive,f,12,12500.0,4.2,audi a8
audi,a8,8500,2005,with mileage,170000.0,petrol,4200.0,black,auto,all-wheel drive,f,21,8095.238095238095,4.2,audi a8
audi,a8,3800,1998,with mileage,340000.0,petrol,2800.0,blue,auto,all-wheel drive,f,28,12142.857142857143,2.8,audi a8
audi,a8,6999,2001,with mileage,260000.0,diesel,3300.0,silver,auto,all-wheel drive,f,25,10400.0,3.3,audi a8
audi,a8,4300,1998,with mileage,333000.0,diesel,2500.0,silver,auto,front-wheel drive,f,28,11892.857142857143,2.5,audi a8
audi,a8,6800,2002,with mileage,330000.0,diesel,3300.0,black,auto,all-wheel drive,f,24,13750.0,3.3,audi a8
audi,a8,9000,2003,with mileage,270000.0,petrol,4200.0,black,auto,all-wheel drive,f,23,11739.130434782608,4.2,audi a8
audi,a8,5300,1999,with mileage,300000.0,petrol,4200.0,gray,auto,all-wheel drive,f,27,11111.111111111111,4.2,audi a8
audi,a8,4800,2003,with mileage,270000.0,petrol,3700.0,silver,auto,all-wheel drive,f,23,11739.130434782608,3.7,audi a8
audi,a8,12500,2007,with mileage,208000.0,petrol,3200.0,black,auto,front-wheel drive,f,19,10947.368421052632,3.2,audi a8
audi,a8,6500,2004,with mileage,2860000.0,petrol,4200.0,black,auto,all-wheel drive,f,22,130000.0,4.2,audi a8
audi,a8,15250,2008,with mileage,245954.0,diesel,3000.0,silver,auto,all-wheel drive,f,18,13664.111111111111,3.0,audi a8
audi,a8,12500,2006,with mileage,313000.0,diesel,3000.0,silver,auto,all-wheel drive,f,20,15650.0,3.0,audi a8
audi,a8,5600,2004,with mileage,281213.0,petrol,4200.0,silver,auto,part-time four-wheel drive,f,22,12782.40909090909,4.2,audi a8
audi,a8,7950,2000,with mileage,330000.0,diesel,2500.0,blue,auto,all-wheel drive,f,26,12692.307692307691,2.5,audi a8
audi,a8,11500,2008,with mileage,250000.0,petrol,4200.0,black,auto,all-wheel drive,f,18,13888.888888888889,4.2,audi a8
audi,a8,8250,2004,with mileage,445000.0,diesel,4000.0,silver,auto,all-wheel drive,f,22,20227.272727272728,4.0,audi a8
audi,a8,5900,2000,with mileage,360000.0,diesel,2500.0,silver,auto,all-wheel drive,f,26,13846.153846153846,2.5,audi a8
audi,a8,10600,2006,with mileage,150000.0,petrol,4200.0,black,auto,all-wheel drive,f,20,7500.0,4.2,audi a8
audi,a8,9500,2004,with mileage,210000.0,diesel,3000.0,black,auto,all-wheel drive,f,22,9545.454545454546,3.0,audi a8
audi,a8,8900,2004,with mileage,234000.0,petrol,4200.0,black,auto,all-wheel drive,f,22,10636.363636363636,4.2,audi a8
audi,a8,8100,2001,with mileage,283100.0,diesel,2500.0,black,auto,all-wheel drive,f,25,11324.0,2.5,audi a8
audi,a8,17000,2008,with mileage,320000.0,diesel,3000.0,blue,auto,all-wheel drive,f,18,17777.777777777777,3.0,audi a8
audi,a8,15900,2011,with mileage,205000.0,petrol,3000.0,black,auto,part-time four-wheel drive,f,15,13666.666666666666,3.0,audi a8
audi,a8,18877,2010,with mileage,138000.0,petrol,4200.0,black,auto,all-wheel drive,f,16,8625.0,4.2,audi a8
audi,a8,6500,2004,with mileage,289000.0,petrol,4200.0,gray,auto,all-wheel drive,f,22,13136.363636363636,4.2,audi a8
audi,a8,11800,2005,with mileage,290000.0,diesel,4000.0,black,auto,all-wheel drive,f,21,13809.52380952381,4.0,audi a8
audi,a8,8300,2004,with mileage,204000.0,petrol,3000.0,black,auto,front-wheel drive,f,22,9272.727272727272,3.0,audi a8
audi,a8,12700,2007,with mileage,390000.0,diesel,3000.0,blue,auto,all-wheel drive,f,19,20526.315789473683,3.0,audi a8
audi,a8,11000,2006,with mileage,85000.0,petrol,4200.0,black,auto,all-wheel drive,f,20,4250.0,4.2,audi a8
audi,a8,10333,2007,with mileage,209000.0,petrol,3200.0,black,auto,all-wheel drive,f,19,11000.0,3.2,audi a8
audi,a8,35500,2015,with mileage,102000.0,petrol,3000.0,black,auto,all-wheel drive,f,11,9272.727272727272,3.0,audi a8
audi,a8,4100,1999,with mileage,380000.0,diesel,2500.0,black,mechanics,front-wheel drive,f,27,14074.074074074075,2.5,audi a8
audi,a8,8500,2006,with mileage,320000.0,petrol,6000.0,gray,auto,all-wheel drive,f,20,16000.0,6.0,audi a8
audi,a8,16900,2011,with mileage,135000.0,petrol,4200.0,black,auto,all-wheel drive,f,15,9000.0,4.2,audi a8
audi,a8,29500,2013,with mileage,91000.0,petrol,3000.0,black,auto,all-wheel drive,f,13,7000.0,3.0,audi a8
audi,a8,11950,2008,with mileage,329000.0,petrol,2800.0,black,auto,front-wheel drive,f,18,18277.777777777777,2.8,audi a8
audi,a8,8200,2003,with mileage,295000.0,petrol,4200.0,other,auto,all-wheel drive,f,23,12826.08695652174,4.2,audi a8
audi,a8,5500,1995,with mileage,400000.0,petrol,2800.0,silver,mechanics,front-wheel drive,f,31,12903.225806451614,2.8,audi a8
audi,a8,12000,2008,with mileage,197000.0,petrol,4200.0,black,auto,all-wheel drive,f,18,10944.444444444445,4.2,audi a8
audi,a8,10390,2007,with mileage,450.0,petrol,3200.0,black,auto,all-wheel drive,f,19,23.68421052631579,3.2,audi a8
audi,a8,7130,2002,with mileage,270000.0,diesel,3300.0,gray,auto,all-wheel drive,f,24,11250.0,3.3,audi a8
audi,a8,8000,2004,with mileage,240000.0,petrol,4200.0,black,auto,all-wheel drive,f,22,10909.09090909091,4.2,audi a8
audi,a8,24999,2012,with mileage,130000.0,petrol,6300.0,black,auto,all-wheel drive,f,14,9285.714285714286,6.3,audi a8
audi,a8,4500,1997,with mileage,340000.0,petrol,4200.0,green,auto,all-wheel drive,f,29,11724.137931034482,4.2,audi a8
audi,a8,14500,2011,with mileage,220000.0,petrol,3000.0,black,auto,all-wheel drive,f,15,14666.666666666666,3.0,audi a8
audi,a8,4400,1998,with mileage,480000.0,diesel,2500.0,black,auto,all-wheel drive,f,28,17142.85714285714,2.5,audi a8
audi,a8,9800,2006,with mileage,215000.0,petrol,3200.0,blue,auto,front-wheel drive,f,20,10750.0,3.2,audi a8
audi,a8,10300,2008,with mileage,180000.0,petrol,3200.0,black,auto,front-wheel drive,f,18,10000.0,3.2,audi a8
audi,a8,10200,2009,with mileage,161000.0,petrol,4200.0,black,auto,all-wheel drive,f,17,9470.588235294117,4.2,audi a8
audi,a8,14950,2011,with mileage,110000.0,petrol,3000.0,black,auto,all-wheel drive,f,15,7333.333333333333,3.0,audi a8
audi,a8,25500,2011,with mileage,138000.0,petrol,4200.0,black,auto,all-wheel drive,f,15,9200.0,4.2,audi a8
audi,a8,12599,2006,with mileage,260000.0,diesel,4200.0,black,auto,all-wheel drive,f,20,13000.0,4.2,audi a8
audi,a8,7550,2004,with mileage,240000.0,diesel,4000.0,other,auto,all-wheel drive,f,22,10909.09090909091,4.0,audi a8
audi,a8,4400,2001,with mileage,407600.0,diesel,2500.0,green,auto,front-wheel drive,f,25,16304.0,2.5,audi a8
audi,a8,7606,2004,with mileage,350000.0,diesel,4000.0,black,auto,front-wheel drive,f,22,15909.09090909091,4.0,audi a8
audi,a8,15900,2000,with mileage,310000.0,petrol,4200.0,silver,auto,all-wheel drive,f,26,11923.076923076924,4.2,audi a8
audi,a8,15300,2008,with mileage,214000.0,diesel,3000.0,other,auto,all-wheel drive,f,18,11888.888888888889,3.0,audi a8
audi,a8,8850,2006,with mileage,208500.0,petrol,4200.0,white,auto,all-wheel drive,f,20,10425.0,4.2,audi a8
audi,a8,17900,2010,with mileage,199000.0,petrol,4200.0,black,auto,all-wheel drive,f,16,12437.5,4.2,audi a8
audi,a8,8000,2005,with mileage,267000.0,petrol,4200.0,black,auto,all-wheel drive,f,21,12714.285714285714,4.2,audi a8
audi,a8,19500,2011,with mileage,202000.0,petrol,3000.0,black,auto,all-wheel drive,f,15,13466.666666666666,3.0,audi a8
audi,a8,4400,1997,with mileage,340000.0,petrol,3700.0,purple,auto,front-wheel drive,f,29,11724.137931034482,3.7,audi a8
audi,a8,12000,2006,with mileage,330000.0,diesel,4200.0,black,auto,all-wheel drive,f,20,16500.0,4.2,audi a8
audi,a8,7000,2002,with mileage,364300.0,diesel,2500.0,black,auto,all-wheel drive,f,24,15179.166666666666,2.5,audi a8
audi,a8,29000,2014,with mileage,110000.0,petrol,3000.0,black,auto,all-wheel drive,f,12,9166.666666666666,3.0,audi a8
audi,a8,12800,2006,with mileage,296000.0,diesel,3000.0,silver,auto,all-wheel drive,f,20,14800.0,3.0,audi a8
audi,a8,7000,2000,with mileage,333000.0,diesel,2500.0,silver,auto,all-wheel drive,f,26,12807.692307692309,2.5,audi a8
audi,a8,4000,1998,with mileage,220000.0,petrol,4200.0,silver,auto,all-wheel drive,f,28,7857.142857142857,4.2,audi a8
audi,a8,6600,2000,with mileage,370000.0,diesel,3300.0,silver,auto,all-wheel drive,f,26,14230.76923076923,3.3,audi a8
audi,a8,7000,2002,with mileage,311000.0,petrol,4200.0,gray,auto,all-wheel drive,f,24,12958.333333333334,4.2,audi a8
audi,a8,7500,2001,with mileage,255000.0,petrol,4200.0,black,auto,all-wheel drive,f,25,10200.0,4.2,audi a8
audi,a8,3000,1995,with mileage,460000.0,petrol,4200.0,silver,auto,all-wheel drive,f,31,14838.709677419354,4.2,audi a8
audi,a8,26500,2010,with mileage,230000.0,diesel,4200.0,gray,auto,,f,16,14375.0,4.2,audi a8
audi,a8,6800,2000,with mileage,422000.0,petrol,4200.0,black,auto,all-wheel drive,f,26,16230.76923076923,4.2,audi a8
audi,a8,17000,2012,with mileage,152000.0,petrol,3000.0,black,auto,all-wheel drive,f,14,10857.142857142857,3.0,audi a8
audi,a8,12250,2005,with mileage,268000.0,diesel,3000.0,black,auto,all-wheel drive,f,21,12761.904761904761,3.0,audi a8
gmc,acadia,10777,2007,with mileage,301.0,petrol,3600.0,other,auto,front-wheel drive,,19,15.842105263157896,3.6,gmc acadia
hyundai,accent,1650,2000,with mileage,370000.0,petrol,1500.0,gray,mechanics,front-wheel drive,b,26,14230.76923076923,1.5,hyundai accent
hyundai,accent,13500,2017,with mileage,67000.0,petrol,1600.0,black,auto,front-wheel drive,b,9,7444.444444444444,1.6,hyundai accent
hyundai,accent,800,1995,with mileage,300000.0,petrol,1500.0,blue,mechanics,,b,31,9677.41935483871,1.5,hyundai accent
hyundai,accent,8900,2014,with mileage,158000.0,petrol,1600.0,black,mechanics,front-wheel drive,b,12,13166.666666666666,1.6,hyundai accent
hyundai,accent,1870,2000,with mileage,160000.0,petrol,1300.0,blue,mechanics,front-wheel drive,b,26,6153.846153846154,1.3,hyundai accent
hyundai,accent,300,1995,with damage,300000.0,petrol,1500.0,red,mechanics,front-wheel drive,b,31,9677.41935483871,1.5,hyundai accent
